run,cond,i,layer,vector,at_prompt_end,mean_reasoning,mean_first200,mean_last200,n_reasoning_tokens
qwen3.5-27b_20260823_223518,baseline,67,24,value_axis,-6.816487789154053,-9.532835960388184,-12.128857612609863,-8.125842094421387,7240
qwen3.5-27b_20260823_223518,baseline,67,24,random_control,0.5659583210945129,0.49864107370376587,0.36858439445495605,0.5428532361984253,7240
qwen3.5-27b_20260823_223518,baseline,67,40,value_axis,15.288633346557617,13.077878952026367,9.987039566040039,16.437894821166992,7240
qwen3.5-27b_20260823_223518,baseline,67,40,random_control,-1.0482215881347656,-1.3373935222625732,-1.1001858711242676,-1.185326099395752,7240
qwen3.5-27b_20260823_223518,baseline,68,32,value_axis,-0.9518304467201233,-4.226637363433838,-6.164454460144043,-3.9181296825408936,7006
qwen3.5-27b_20260823_223518,baseline,68,32,random_control,-0.3838730454444885,-0.008449346758425236,-0.004261935129761696,0.04109428822994232,7006
qwen3.5-27b_20260823_223518,baseline,68,24,value_axis,-6.816487789154053,-9.557439804077148,-11.769878387451172,-8.872478485107422,7006
qwen3.5-27b_20260823_223518,baseline,68,24,random_control,0.5659583210945129,0.4572778046131134,0.35482048988342285,0.46082770824432373,7006
qwen3.5-27b_20260823_223518,baseline,68,40,value_axis,15.288633346557617,12.96842098236084,10.070037841796875,13.36903190612793,7006
qwen3.5-27b_20260823_223518,baseline,68,40,random_control,-1.0482215881347656,-1.2468793392181396,-1.1618890762329102,-1.3397787809371948,7006
qwen3.5-27b_20260823_223518,baseline,69,32,value_axis,-0.9518304467201233,-3.975446939468384,-6.248627185821533,-2.954551935195923,8175
qwen3.5-27b_20260823_223518,baseline,69,32,random_control,-0.3838730454444885,0.009736328385770321,0.004163083154708147,-0.01545390859246254,8175
qwen3.5-27b_20260823_223518,baseline,69,24,value_axis,-6.816487789154053,-9.222414016723633,-11.656166076660156,-8.98544692993164,8175
qwen3.5-27b_20260823_223518,baseline,69,24,random_control,0.5659583210945129,0.46306490898132324,0.44678202271461487,0.45843687653541565,8175
qwen3.5-27b_20260823_223518,baseline,69,40,value_axis,15.288633346557617,13.082716941833496,9.864116668701172,15.317216873168945,8175
qwen3.5-27b_20260823_223518,baseline,69,40,random_control,-1.0482215881347656,-1.2045680284500122,-1.1031955480575562,-1.229337215423584,8175
qwen3.5-27b_20260823_223518,baseline,70,32,value_axis,-0.9518304467201233,-4.021864891052246,-6.336909770965576,-3.2200560569763184,6877
qwen3.5-27b_20260823_223518,baseline,70,32,random_control,-0.3838730454444885,-0.022049760445952415,0.004664178937673569,-0.013257770799100399,6877
qwen3.5-27b_20260823_223518,baseline,70,24,value_axis,-6.816487789154053,-9.511054992675781,-12.045318603515625,-8.856074333190918,6877
qwen3.5-27b_20260823_223518,baseline,70,24,random_control,0.5659583210945129,0.4780775308609009,0.35483241081237793,0.48093315958976746,6877
qwen3.5-27b_20260823_223518,baseline,70,40,value_axis,15.288633346557617,13.33650016784668,9.94666862487793,14.759382247924805,6877
qwen3.5-27b_20260823_223518,baseline,70,40,random_control,-1.0482215881347656,-1.249422311782837,-1.0563701391220093,-1.1687874794006348,6877
qwen3.5-27b_20260823_223518,baseline,71,32,value_axis,-0.9518304467201233,-4.463085174560547,-6.154401779174805,-3.171276330947876,8250
qwen3.5-27b_20260823_223518,baseline,71,32,random_control,-0.3838730454444885,-0.015060598962008953,0.12222961336374283,-0.005764603149145842,8250
qwen3.5-27b_20260823_223518,baseline,71,24,value_axis,-6.816487789154053,-9.804940223693848,-11.496411323547363,-8.959083557128906,8250
qwen3.5-27b_20260823_223518,baseline,71,24,random_control,0.5659583210945129,0.47681963443756104,0.35101163387298584,0.489482045173645,8250
qwen3.5-27b_20260823_223518,baseline,71,40,value_axis,15.288633346557617,12.76041316986084,9.530778884887695,15.061213493347168,8250
qwen3.5-27b_20260823_223518,baseline,71,40,random_control,-1.0482215881347656,-1.2297427654266357,-1.063757061958313,-1.3755929470062256,8250
qwen3.5-27b_20260823_223518,baseline,72,32,value_axis,-0.9518280029296875,-4.261710166931152,-6.203281402587891,-2.8553247451782227,9359
qwen3.5-27b_20260823_223518,baseline,72,32,random_control,-0.3838731050491333,0.01984943076968193,0.06968437880277634,0.01140469778329134,9359
qwen3.5-27b_20260823_223518,baseline,72,24,value_axis,-6.816493034362793,-9.497900009155273,-11.605923652648926,-8.656214714050293,9359
qwen3.5-27b_20260823_223518,baseline,72,24,random_control,0.5659584403038025,0.4579935669898987,0.3311542272567749,0.41017571091651917,9359
qwen3.5-27b_20260823_223518,baseline,72,40,value_axis,15.288623809814453,12.75382137298584,9.717007637023926,15.258928298950195,9359
qwen3.5-27b_20260823_223518,baseline,72,40,random_control,-1.0482203960418701,-1.2567403316497803,-1.1237672567367554,-1.341578722000122,9359
qwen3.5-27b_20260823_223518,baseline,73,32,value_axis,-0.9518280029296875,-4.315485954284668,-6.626535415649414,-3.2241742610931396,9370
qwen3.5-27b_20260823_223518,baseline,73,32,random_control,-0.3838731050491333,0.008473080582916737,0.059809040278196335,-0.0024239157792180777,9370
qwen3.5-27b_20260823_223518,baseline,73,24,value_axis,-6.816493034362793,-9.594533920288086,-11.885445594787598,-8.813974380493164,9370
qwen3.5-27b_20260823_223518,baseline,73,24,random_control,0.5659584403038025,0.4780946671962738,0.3905581533908844,0.4667164981365204,9370
qwen3.5-27b_20260823_223518,baseline,73,40,value_axis,15.288623809814453,12.831910133361816,9.165124893188477,14.840239524841309,9370
qwen3.5-27b_20260823_223518,baseline,73,40,random_control,-1.0482203960418701,-1.2688473463058472,-1.006669044494629,-1.2261168956756592,9370
qwen3.5-27b_20260823_223518,baseline,74,32,value_axis,-0.9518304467201233,-4.45422887802124,-6.901388168334961,-3.1251909732818604,8317
qwen3.5-27b_20260823_223518,baseline,74,32,random_control,-0.3838730454444885,0.023896019905805588,-0.019611388444900513,-0.023892784491181374,8317
qwen3.5-27b_20260823_223518,baseline,74,24,value_axis,-6.816487789154053,-9.704364776611328,-12.066215515136719,-8.504454612731934,8317
qwen3.5-27b_20260823_223518,baseline,74,24,random_control,0.5659583210945129,0.48605236411094666,0.36948493123054504,0.5022168159484863,8317
qwen3.5-27b_20260823_223518,baseline,74,40,value_axis,15.288633346557617,12.671334266662598,8.798810005187988,14.821186065673828,8317
qwen3.5-27b_20260823_223518,baseline,74,40,random_control,-1.0482215881347656,-1.3023710250854492,-1.1317721605300903,-1.394747257232666,8317
qwen3.5-27b_20260823_223518,baseline,75,32,value_axis,-0.9518323540687561,-5.300369739532471,-7.130267143249512,-3.3558759689331055,5623
qwen3.5-27b_20260823_223518,baseline,75,32,random_control,-0.3838728070259094,0.02958001010119915,-0.011777553707361221,0.04504283517599106,5623
qwen3.5-27b_20260823_223518,baseline,75,24,value_axis,-6.816478252410889,-10.265376091003418,-12.300678253173828,-8.728992462158203,5623
qwen3.5-27b_20260823_223518,baseline,75,24,random_control,0.5659580230712891,0.4440804719924927,0.3214530944824219,0.503612756729126,5623
qwen3.5-27b_20260823_223518,baseline,75,40,value_axis,15.288622856140137,11.231829643249512,8.748739242553711,13.855493545532227,5623
qwen3.5-27b_20260823_223518,baseline,75,40,random_control,-1.048221468925476,-1.2135673761367798,-1.0546212196350098,-1.1608346700668335,5623
qwen3.5-27b_20260823_223518,baseline,76,32,value_axis,-0.9518280029296875,-4.6167378425598145,-5.824789047241211,-4.018064022064209,8551
qwen3.5-27b_20260823_223518,baseline,76,32,random_control,-0.3838730752468109,0.0065914965234696865,0.06372116506099701,0.0907595157623291,8551
qwen3.5-27b_20260823_223518,baseline,76,24,value_axis,-6.816493034362793,-9.769241333007812,-11.503321647644043,-9.179483413696289,8551
qwen3.5-27b_20260823_223518,baseline,76,24,random_control,0.5659584403038025,0.4723678231239319,0.39878392219543457,0.40686362981796265,8551
qwen3.5-27b_20260823_223518,baseline,76,40,value_axis,15.28862476348877,12.382516860961914,10.707629203796387,13.494709014892578,8551
qwen3.5-27b_20260823_223518,baseline,76,40,random_control,-1.0482203960418701,-1.2277778387069702,-1.032180905342102,-1.288446307182312,8551
qwen3.5-27b_20260823_223518,baseline,77,32,value_axis,-0.9518296718597412,-4.223835468292236,-6.024052619934082,-2.808387041091919,10563
qwen3.5-27b_20260823_223518,baseline,77,32,random_control,-0.3838728666305542,-0.022661328315734863,0.06450789421796799,0.017819685861468315,10563
qwen3.5-27b_20260823_223518,baseline,77,24,value_axis,-6.816488265991211,-9.400411605834961,-11.5046968460083,-8.403594017028809,10563
qwen3.5-27b_20260823_223518,baseline,77,24,random_control,0.5659583210945129,0.4803309142589569,0.4168694317340851,0.4838261902332306,10563
qwen3.5-27b_20260823_223518,baseline,77,40,value_axis,15.288619995117188,12.720293045043945,9.739606857299805,15.54849624633789,10563
qwen3.5-27b_20260823_223518,baseline,77,40,random_control,-1.0482219457626343,-1.2179664373397827,-1.0430041551589966,-1.3844228982925415,10563
qwen3.5-27b_20260823_223518,baseline,78,32,value_axis,-0.9518304467201233,-4.152636528015137,-6.646017074584961,-2.572610378265381,8042
qwen3.5-27b_20260823_223518,baseline,78,32,random_control,-0.3838730454444885,-0.008833964355289936,-0.025945644825696945,-0.004374031908810139,8042
qwen3.5-27b_20260823_223518,baseline,78,24,value_axis,-6.816487789154053,-9.4177827835083,-11.793517112731934,-8.374528884887695,8042
qwen3.5-27b_20260823_223518,baseline,78,24,random_control,0.5659583210945129,0.4583451449871063,0.41119271516799927,0.4892462193965912,8042
qwen3.5-27b_20260823_223518,baseline,78,40,value_axis,15.288633346557617,12.818643569946289,8.891312599182129,15.329401969909668,8042
qwen3.5-27b_20260823_223518,baseline,78,40,random_control,-1.0482215881347656,-1.1942729949951172,-1.0906169414520264,-1.27938711643219,8042
qwen3.5-27b_20260823_223518,baseline,79,32,value_axis,-0.9518304467201233,-4.292178153991699,-5.937075138092041,-3.19352650642395,7888
qwen3.5-27b_20260823_223518,baseline,79,32,random_control,-0.3838730454444885,-0.013182230293750763,0.003854383248835802,-0.09416660666465759,7888
qwen3.5-27b_20260823_223518,baseline,79,24,value_axis,-6.816487789154053,-9.534374237060547,-11.457304954528809,-8.72062873840332,7888
qwen3.5-27b_20260823_223518,baseline,79,24,random_control,0.5659583210945129,0.4687763750553131,0.4299671947956085,0.5388105511665344,7888
qwen3.5-27b_20260823_223518,baseline,79,40,value_axis,15.288633346557617,12.600482940673828,10.01650619506836,14.855216979980469,7888
qwen3.5-27b_20260823_223518,baseline,79,40,random_control,-1.0482215881347656,-1.1803483963012695,-1.1284836530685425,-1.3962482213974,7888
qwen3.5-27b_20260823_223518,baseline,80,32,value_axis,-0.9518280029296875,-3.9460792541503906,-6.5556321144104,-2.1539223194122314,8853
qwen3.5-27b_20260823_223518,baseline,80,32,random_control,-0.3838730752468109,-0.01081150770187378,-0.0768776684999466,-0.10356611013412476,8853
qwen3.5-27b_20260823_223518,baseline,80,24,value_axis,-6.816493034362793,-9.343424797058105,-12.0325927734375,-7.771678447723389,8853
qwen3.5-27b_20260823_223518,baseline,80,24,random_control,0.5659584403038025,0.47851380705833435,0.3913482427597046,0.507144033908844,8853
qwen3.5-27b_20260823_223518,baseline,80,40,value_axis,15.28862476348877,13.420754432678223,9.269925117492676,15.654411315917969,8853
qwen3.5-27b_20260823_223518,baseline,80,40,random_control,-1.0482203960418701,-1.277101755142212,-1.1647508144378662,-1.2024154663085938,8853
qwen3.5-27b_20260823_223518,baseline,81,32,value_axis,-0.9518296718597412,-4.179657459259033,-6.717093467712402,-2.5545341968536377,10661
qwen3.5-27b_20260823_223518,baseline,81,32,random_control,-0.3838728666305542,0.03301922604441643,-0.016098983585834503,-0.067378930747509,10661
qwen3.5-27b_20260823_223518,baseline,81,24,value_axis,-6.816488265991211,-9.446220397949219,-11.86509895324707,-8.266940116882324,10661
qwen3.5-27b_20260823_223518,baseline,81,24,random_control,0.5659583210945129,0.4353945553302765,0.3817022740840912,0.4253181219100952,10661
qwen3.5-27b_20260823_223518,baseline,81,40,value_axis,15.288619995117188,12.96345043182373,9.247588157653809,15.298527717590332,10661
qwen3.5-27b_20260823_223518,baseline,81,40,random_control,-1.0482219457626343,-1.1914550065994263,-1.1080336570739746,-1.1855489015579224,10661
qwen3.5-27b_20260823_223518,baseline,82,32,value_axis,-0.9518280029296875,-3.890972137451172,-6.141968250274658,-2.4518702030181885,9475
qwen3.5-27b_20260823_223518,baseline,82,32,random_control,-0.3838731050491333,-0.0006673127645626664,0.07730621844530106,0.12214253097772598,9475
qwen3.5-27b_20260823_223518,baseline,82,24,value_axis,-6.816493034362793,-9.284025192260742,-11.706350326538086,-8.185264587402344,9475
qwen3.5-27b_20260823_223518,baseline,82,24,random_control,0.5659584403038025,0.4710063636302948,0.41479697823524475,0.4226260483264923,9475
qwen3.5-27b_20260823_223518,baseline,82,40,value_axis,15.288623809814453,13.473024368286133,10.332945823669434,15.842602729797363,9475
qwen3.5-27b_20260823_223518,baseline,82,40,random_control,-1.0482203960418701,-1.2439906597137451,-1.167446255683899,-1.2546226978302002,9475
qwen3.5-27b_20260823_223518,baseline,83,32,value_axis,-0.9518296718597412,-4.773475170135498,-5.96042013168335,-4.896066188812256,10116
qwen3.5-27b_20260823_223518,baseline,83,32,random_control,-0.3838728666305542,0.05462060496211052,0.0005234450218267739,0.081568144261837,10116
qwen3.5-27b_20260823_223518,baseline,83,24,value_axis,-6.816488265991211,-9.948169708251953,-11.407631874084473,-10.06283187866211,10116
qwen3.5-27b_20260823_223518,baseline,83,24,random_control,0.5659583210945129,0.48190680146217346,0.41701850295066833,0.3383480906486511,10116
qwen3.5-27b_20260823_223518,baseline,83,40,value_axis,15.288619995117188,12.227831840515137,10.359692573547363,12.845417022705078,10116
qwen3.5-27b_20260823_223518,baseline,83,40,random_control,-1.0482219457626343,-1.2881568670272827,-1.127152442932129,-1.299685001373291,10116
qwen3.5-27b_20260823_223518,baseline,84,32,value_axis,-0.9518304467201233,-4.344210147857666,-5.707772731781006,-2.49226713180542,7544
qwen3.5-27b_20260823_223518,baseline,84,32,random_control,-0.3838730454444885,0.041329871863126755,0.016258440911769867,0.022039351984858513,7544
qwen3.5-27b_20260823_223518,baseline,84,24,value_axis,-6.816487789154053,-9.742659568786621,-11.368674278259277,-8.567604064941406,7544
qwen3.5-27b_20260823_223518,baseline,84,24,random_control,0.5659583210945129,0.46794235706329346,0.410481721162796,0.440532386302948,7544
qwen3.5-27b_20260823_223518,baseline,84,40,value_axis,15.288633346557617,12.97146224975586,10.709089279174805,16.131790161132812,7544
qwen3.5-27b_20260823_223518,baseline,84,40,random_control,-1.0482215881347656,-1.2562283277511597,-1.1362106800079346,-1.2094660997390747,7544
qwen3.5-27b_20260823_223518,baseline,85,32,value_axis,-0.9518296718597412,-3.966580390930176,-6.1872687339782715,-2.6269423961639404,10760
qwen3.5-27b_20260823_223518,baseline,85,32,random_control,-0.3838728666305542,-0.03203200176358223,0.06889387965202332,-0.08147261291742325,10760
qwen3.5-27b_20260823_223518,baseline,85,24,value_axis,-6.816488265991211,-9.308955192565918,-11.585419654846191,-8.450456619262695,10760
qwen3.5-27b_20260823_223518,baseline,85,24,random_control,0.5659583210945129,0.47395744919776917,0.35099250078201294,0.5037150382995605,10760
qwen3.5-27b_20260823_223518,baseline,85,40,value_axis,15.288619995117188,13.159984588623047,9.624828338623047,15.643903732299805,10760
qwen3.5-27b_20260823_223518,baseline,85,40,random_control,-1.0482219457626343,-1.1635215282440186,-1.1631600856781006,-1.3403695821762085,10760
qwen3.5-27b_20260823_223518,baseline,86,32,value_axis,-0.9518280029296875,-4.124366283416748,-6.262148380279541,-2.4305667877197266,8514
qwen3.5-27b_20260823_223518,baseline,86,32,random_control,-0.3838730752468109,0.018320880830287933,0.05339385196566582,-0.04821743816137314,8514
qwen3.5-27b_20260823_223518,baseline,86,24,value_axis,-6.816493034362793,-9.469151496887207,-11.707193374633789,-7.993412971496582,8514
qwen3.5-27b_20260823_223518,baseline,86,24,random_control,0.5659584403038025,0.46793556213378906,0.35306572914123535,0.48928412795066833,8514
qwen3.5-27b_20260823_223518,baseline,86,40,value_axis,15.28862476348877,13.075738906860352,9.980603218078613,15.551741600036621,8514
qwen3.5-27b_20260823_223518,baseline,86,40,random_control,-1.0482203960418701,-1.2252779006958008,-1.143710732460022,-1.239129900932312,8514
qwen3.5-27b_20260823_223518,baseline,87,32,value_axis,-0.9518304467201233,-4.446066379547119,-6.201525688171387,-2.964071750640869,8135
qwen3.5-27b_20260823_223518,baseline,87,32,random_control,-0.3838730454444885,-0.00722733698785305,0.012987690977752209,0.13494873046875,8135
qwen3.5-27b_20260823_223518,baseline,87,24,value_axis,-6.816487789154053,-9.706084251403809,-11.606252670288086,-8.738486289978027,8135
qwen3.5-27b_20260823_223518,baseline,87,24,random_control,0.5659583210945129,0.4594654440879822,0.4015766978263855,0.3672153353691101,8135
qwen3.5-27b_20260823_223518,baseline,87,40,value_axis,15.288633346557617,12.660602569580078,9.514156341552734,15.086874961853027,8135
qwen3.5-27b_20260823_223518,baseline,87,40,random_control,-1.0482215881347656,-1.2384804487228394,-1.0689326524734497,-1.3216454982757568,8135
qwen3.5-27b_20260823_223518,baseline,88,32,value_axis,-0.9518296718597412,-4.371230125427246,-5.6733574867248535,-2.9891207218170166,10002
qwen3.5-27b_20260823_223518,baseline,88,32,random_control,-0.3838728666305542,0.019866211339831352,-0.009519705548882484,0.09613233804702759,10002
qwen3.5-27b_20260823_223518,baseline,88,24,value_axis,-6.816488265991211,-9.631439208984375,-11.571603775024414,-8.268502235412598,10002
qwen3.5-27b_20260823_223518,baseline,88,24,random_control,0.5659583210945129,0.47167685627937317,0.43396395444869995,0.4520653188228607,10002
qwen3.5-27b_20260823_223518,baseline,88,40,value_axis,15.288619995117188,12.984061241149902,10.941686630249023,14.864374160766602,10002
qwen3.5-27b_20260823_223518,baseline,88,40,random_control,-1.0482219457626343,-1.308739423751831,-1.0910367965698242,-1.2888283729553223,10002
qwen3.5-27b_20260823_223518,baseline,89,32,value_axis,-0.9518304467201233,-4.640231132507324,-6.428674221038818,-5.177189826965332,7925
qwen3.5-27b_20260823_223518,baseline,89,32,random_control,-0.3838730454444885,0.026451297104358673,0.020475061610341072,0.16366201639175415,7925
qwen3.5-27b_20260823_223518,baseline,89,24,value_axis,-6.816487789154053,-9.74972152709961,-11.810412406921387,-10.347441673278809,7925
qwen3.5-27b_20260823_223518,baseline,89,24,random_control,0.5659583210945129,0.45374444127082825,0.3562600612640381,0.36154669523239136,7925
qwen3.5-27b_20260823_223518,baseline,89,40,value_axis,15.288633346557617,12.164196014404297,9.382110595703125,12.464138984680176,7925
qwen3.5-27b_20260823_223518,baseline,89,40,random_control,-1.0482215881347656,-1.2059710025787354,-1.1195461750030518,-1.45037043094635,7925
qwen3.5-27b_20260823_223518,baseline,90,32,value_axis,-0.9518296718597412,-4.192208290100098,-5.9928812980651855,-2.7318549156188965,10746
qwen3.5-27b_20260823_223518,baseline,90,32,random_control,-0.3838728666305542,0.06807395070791245,0.10690293461084366,0.02876124158501625,10746
qwen3.5-27b_20260823_223518,baseline,90,24,value_axis,-6.816488265991211,-9.511152267456055,-11.514984130859375,-8.585504531860352,10746
qwen3.5-27b_20260823_223518,baseline,90,24,random_control,0.5659583210945129,0.47849908471107483,0.35763266682624817,0.4373904764652252,10746
qwen3.5-27b_20260823_223518,baseline,90,40,value_axis,15.288619995117188,13.012004852294922,10.333930969238281,15.416987419128418,10746
qwen3.5-27b_20260823_223518,baseline,90,40,random_control,-1.0482219457626343,-1.274971842765808,-1.1515891551971436,-1.3825573921203613,10746
qwen3.5-27b_20260823_223518,baseline,91,32,value_axis,-0.9518304467201233,-4.247063636779785,-5.5633225440979,-2.49539852142334,7476
qwen3.5-27b_20260823_223518,baseline,91,32,random_control,-0.3838730454444885,0.006790569517761469,0.009210322052240372,-0.10479476302862167,7476
qwen3.5-27b_20260823_223518,baseline,91,24,value_axis,-6.816487789154053,-9.579564094543457,-11.462136268615723,-7.918399810791016,7476
qwen3.5-27b_20260823_223518,baseline,91,24,random_control,0.5659583210945129,0.4335857927799225,0.37625277042388916,0.4260796010494232,7476
qwen3.5-27b_20260823_223518,baseline,91,40,value_axis,15.288633346557617,12.948966026306152,11.254377365112305,14.792784690856934,7476
qwen3.5-27b_20260823_223518,baseline,91,40,random_control,-1.0482215881347656,-1.2719649076461792,-1.134810209274292,-1.1892505884170532,7476
qwen3.5-27b_20260823_223518,baseline,92,32,value_axis,-0.9518304467201233,-4.36924409866333,-6.239492416381836,-3.0915093421936035,7415
qwen3.5-27b_20260823_223518,baseline,92,32,random_control,-0.3838730454444885,0.005447580013424158,0.12563376128673553,0.08203523606061935,7415
qwen3.5-27b_20260823_223518,baseline,92,24,value_axis,-6.816487789154053,-9.695012092590332,-11.559640884399414,-8.647161483764648,7415
qwen3.5-27b_20260823_223518,baseline,92,24,random_control,0.5659583210945129,0.46618854999542236,0.34164002537727356,0.47749343514442444,7415
qwen3.5-27b_20260823_223518,baseline,92,40,value_axis,15.288633346557617,12.740582466125488,9.445852279663086,15.147326469421387,7415
qwen3.5-27b_20260823_223518,baseline,92,40,random_control,-1.0482215881347656,-1.1938836574554443,-1.1090483665466309,-1.2229509353637695,7415
qwen3.5-27b_20260823_223518,baseline,93,32,value_axis,-0.9518280029296875,-4.040438175201416,-6.212552547454834,-3.506826877593994,9119
qwen3.5-27b_20260823_223518,baseline,93,32,random_control,-0.3838731050491333,-0.02202574908733368,0.02824980765581131,-0.0822966992855072,9119
qwen3.5-27b_20260823_223518,baseline,93,24,value_axis,-6.816493034362793,-9.342103004455566,-11.614418029785156,-9.24968433380127,9119
qwen3.5-27b_20260823_223518,baseline,93,24,random_control,0.5659584403038025,0.4844379723072052,0.44279250502586365,0.47719207406044006,9119
qwen3.5-27b_20260823_223518,baseline,93,40,value_axis,15.288623809814453,12.963203430175781,9.623984336853027,14.551047325134277,9119
qwen3.5-27b_20260823_223518,baseline,93,40,random_control,-1.0482203960418701,-1.2871499061584473,-1.1469019651412964,-1.4948070049285889,9119
qwen3.5-27b_20260823_223518,baseline,94,32,value_axis,-0.9518296718597412,-4.175548553466797,-5.054835319519043,-2.5281004905700684,12459
qwen3.5-27b_20260823_223518,baseline,94,32,random_control,-0.3838728666305542,0.04220700263977051,0.003458936233073473,-0.016815386712551117,12459
qwen3.5-27b_20260823_223518,baseline,94,24,value_axis,-6.816488265991211,-9.357391357421875,-11.189704895019531,-8.082777976989746,12459
qwen3.5-27b_20260823_223518,baseline,94,24,random_control,0.5659583210945129,0.4411913752555847,0.4167291224002838,0.4809468984603882,12459
qwen3.5-27b_20260823_223518,baseline,94,40,value_axis,15.288619995117188,12.915696144104004,11.978776931762695,15.521257400512695,12459
qwen3.5-27b_20260823_223518,baseline,94,40,random_control,-1.0482219457626343,-1.212467074394226,-1.1163055896759033,-1.1726982593536377,12459
qwen3.5-27b_20260823_223518,baseline,95,32,value_axis,-0.9518280029296875,-4.459952354431152,-6.526890754699707,-3.338653802871704,8780
qwen3.5-27b_20260823_223518,baseline,95,32,random_control,-0.3838730752468109,0.04583713412284851,-0.012341919355094433,-0.017393101006746292,8780
qwen3.5-27b_20260823_223518,baseline,95,24,value_axis,-6.816493034362793,-9.661173820495605,-11.995004653930664,-8.94057846069336,8780
qwen3.5-27b_20260823_223518,baseline,95,24,random_control,0.5659584403038025,0.4570116400718689,0.34103965759277344,0.5423082113265991,8780
qwen3.5-27b_20260823_223518,baseline,95,40,value_axis,15.28862476348877,12.831689834594727,9.709249496459961,14.943150520324707,8780
qwen3.5-27b_20260823_223518,baseline,95,40,random_control,-1.0482203960418701,-1.311059594154358,-1.1159054040908813,-1.3351507186889648,8780
qwen3.5-27b_20260823_223518,baseline,96,32,value_axis,-0.9518280029296875,-4.680120468139648,-6.223471164703369,-2.865344762802124,9252
qwen3.5-27b_20260823_223518,baseline,96,32,random_control,-0.3838731050491333,0.023090874776244164,0.05802076309919357,-0.05607759952545166,9252
qwen3.5-27b_20260823_223518,baseline,96,24,value_axis,-6.816493034362793,-9.880853652954102,-11.54178237915039,-8.858062744140625,9252
qwen3.5-27b_20260823_223518,baseline,96,24,random_control,0.5659584403038025,0.4633016288280487,0.33087652921676636,0.5281935334205627,9252
qwen3.5-27b_20260823_223518,baseline,96,40,value_axis,15.288623809814453,12.19973087310791,9.506168365478516,15.136002540588379,9252
qwen3.5-27b_20260823_223518,baseline,96,40,random_control,-1.0482203960418701,-1.2540851831436157,-1.1482150554656982,-1.11850106716156,9252
qwen3.5-27b_20260823_223518,baseline,97,32,value_axis,-0.9518304467201233,-4.136218547821045,-5.332717418670654,-2.562150478363037,7595
qwen3.5-27b_20260823_223518,baseline,97,32,random_control,-0.3838730454444885,-0.005853836890310049,-0.038441408425569534,-0.044604454189538956,7595
qwen3.5-27b_20260823_223518,baseline,97,24,value_axis,-6.816487789154053,-9.485838890075684,-11.3404541015625,-8.423087120056152,7595
qwen3.5-27b_20260823_223518,baseline,97,24,random_control,0.5659583210945129,0.4627944529056549,0.3314126133918762,0.4666001796722412,7595
qwen3.5-27b_20260823_223518,baseline,97,40,value_axis,15.288633346557617,13.310693740844727,11.32596206665039,15.767403602600098,7595
qwen3.5-27b_20260823_223518,baseline,97,40,random_control,-1.0482215881347656,-1.273645281791687,-1.1630427837371826,-1.1854448318481445,7595
qwen3.5-27b_20260823_223518,baseline,98,32,value_axis,-0.9518296718597412,-4.101109981536865,-6.336774826049805,-2.9767518043518066,12529
qwen3.5-27b_20260823_223518,baseline,98,32,random_control,-0.3838728666305542,0.03556569665670395,0.0238181184977293,0.03410737216472626,12529
qwen3.5-27b_20260823_223518,baseline,98,24,value_axis,-6.816488265991211,-9.513321876525879,-11.735712051391602,-8.470978736877441,12529
qwen3.5-27b_20260823_223518,baseline,98,24,random_control,0.5659583210945129,0.4583423435688019,0.3762701451778412,0.5268129110336304,12529
qwen3.5-27b_20260823_223518,baseline,98,40,value_axis,15.288619995117188,13.235411643981934,9.893930435180664,14.523395538330078,12529
qwen3.5-27b_20260823_223518,baseline,98,40,random_control,-1.0482219457626343,-1.3018583059310913,-1.178685188293457,-1.4178671836853027,12529
qwen3.5-27b_20260823_223518,baseline,99,32,value_axis,-0.9518280029296875,-4.382624626159668,-6.210894584655762,-3.518131732940674,8907
qwen3.5-27b_20260823_223518,baseline,99,32,random_control,-0.3838730752468109,-0.034948334097862244,0.06191087141633034,-0.072145476937294,8907
qwen3.5-27b_20260823_223518,baseline,99,24,value_axis,-6.816493034362793,-9.65572738647461,-11.654592514038086,-8.798425674438477,8907
qwen3.5-27b_20260823_223518,baseline,99,24,random_control,0.5659584403038025,0.463379830121994,0.41097772121429443,0.5660430788993835,8907
qwen3.5-27b_20260823_223518,baseline,99,40,value_axis,15.28862476348877,12.63653564453125,9.88043212890625,14.021733283996582,8907
qwen3.5-27b_20260823_223518,baseline,99,40,random_control,-1.0482203960418701,-1.2225112915039062,-1.1008877754211426,-1.3102056980133057,8907
qwen3.5-27b_20260823_223518,above_good,0,32,value_axis,-0.49128806591033936,-4.097897529602051,-4.676078796386719,-2.5954482555389404,13837
qwen3.5-27b_20260823_223518,above_good,0,32,random_control,-0.13059335947036743,0.1334710568189621,0.11616140604019165,0.25544604659080505,13837
qwen3.5-27b_20260823_223518,above_good,0,24,value_axis,-6.642701148986816,-9.51634407043457,-10.779350280761719,-8.877941131591797,13837
qwen3.5-27b_20260823_223518,above_good,0,24,random_control,0.45877575874328613,0.4318537712097168,0.3886372745037079,0.47984275221824646,13837
qwen3.5-27b_20260823_223518,above_good,0,40,value_axis,16.490217208862305,13.588205337524414,12.044841766357422,16.670677185058594,13837
qwen3.5-27b_20260823_223518,above_good,0,40,random_control,-1.4096479415893555,-1.3647743463516235,-1.2648729085922241,-1.4064266681671143,13837
